"StationName","StationLocation","DateTime","RecordId","RoadSurfaceTemperature","AirTemperature"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:41:00 AM","5284117","48.22","47.50"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:42:00 AM","5284118","48.20","47.50"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:43:00 AM","5284119","48.20","47.51"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:44:00 AM","5284120","48.20","47.48"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:45:00 AM","5284121","48.18","47.46"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:46:00 AM","5284122","48.17","47.45"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:47:00 AM","5284123","48.16","47.44"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:48:00 AM","5284124","48.16","47.44"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:49:00 AM","5284125","48.14","47.43"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 04:50:00 AM","5284126","48.13","47.40"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:36:00 AM","5284112","48.26","47.50"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:37:00 AM","5284113","48.24","47.50"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:38:00 AM","5284114","48.24","47.54"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:39:00 AM","5284115","48.24","47.54"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:40:00 AM","5284116","48.23","47.52"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:41:00 AM","5284117","48.22","47.50"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:42:00 AM","5284118","48.20","47.50"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:43:00 AM","5284119","48.20","47.51"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:44:00 AM","5284120","48.20","47.48"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:45:00 AM","5284121","48.18","47.46"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:46:00 AM","5284122","48.17","47.45"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:47:00 AM","5284123","48.16","47.44"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:48:00 AM","5284124","48.16","47.44"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:49:00 AM","5284125","48.14","47.43"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 04:50:00 AM","5284126","48.13","47.40"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:36:00 AM","6584042","51.28","46.35"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:37:00 AM","6584043","51.28","46.30"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:38:00 AM","6584044","51.28","46.28"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:39:00 AM","6584045","51.28","46.25"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:40:00 AM","6584046","51.28","46.21"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:41:00 AM","6584047","51.27","46.25"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:42:00 AM","6584048","51.26","46.23"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:43:00 AM","6584049","51.25","46.16"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:44:00 AM","6584050","51.24","46.19"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:45:00 AM","6584051","51.24","46.19"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:46:00 AM","6584052","51.24","46.20"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:47:00 AM","6584053","51.24","46.20"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:48:00 AM","6584054","51.24","46.19"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:49:00 AM","6584055","51.24","46.15"
"AuroraBridge","POINT (-122.347278 47.643174)","2026 Apr 14 04:50:00 AM","6584056","51.24","46.17"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:36:00 AM","7010010","48.19","46.98"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:37:00 AM","7010011","48.19","46.96"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:38:00 AM","7010012","48.18","46.91"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:39:00 AM","7010013","48.19","46.91"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:40:00 AM","7010014","48.18","46.88"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:41:00 AM","7010015","48.17","46.87"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:42:00 AM","7010016","48.17","46.95"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:43:00 AM","7010017","48.16","46.92"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:44:00 AM","7010018","48.16","46.98"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:45:00 AM","7010019","48.15","47.04"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:46:00 AM","7010020","48.15","46.96"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:47:00 AM","7010021","48.15","46.85"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:48:00 AM","7010022","48.14","46.77"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:49:00 AM","7010023","48.13","46.79"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 04:50:00 AM","7010024","48.10","46.80"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:46:00 PM","5285082","48.45","47.47"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:47:00 PM","5285083","48.45","47.50"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:48:00 PM","5285084","48.45","47.52"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:49:00 PM","5285085","48.43","47.49"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:50:00 PM","5285086","48.41","47.51"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:51:00 PM","5285087","48.41","47.53"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:52:00 PM","5285088","48.41","47.55"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:53:00 PM","5285089","48.39","47.58"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:54:00 PM","5285090","48.38","47.56"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:55:00 PM","5285091","48.37","47.49"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:56:00 PM","5285092","48.37","47.46"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:57:00 PM","5285093","48.37","47.43"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:58:00 PM","5285094","48.36","47.44"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 08:59:00 PM","5285095","48.35","47.46"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 14 09:00:00 PM","5285096","48.33","47.48"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:16:00 AM","5285412","45.37","43.19"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:17:00 AM","5285413","45.37","43.14"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:18:00 AM","5285414","45.35","43.13"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:19:00 AM","5285415","45.33","43.12"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:20:00 AM","5285416","45.32","43.16"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:21:00 AM","5285417","45.29","43.10"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:22:00 AM","5285418","45.28","43.17"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:23:00 AM","5285419","45.26","43.16"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:24:00 AM","5285420","45.24","43.17"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:25:00 AM","5285421","45.22","43.23"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:26:00 AM","5285422","45.20","43.26"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:27:00 AM","5285423","45.17","43.26"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:28:00 AM","5285424","45.15","43.24"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:29:00 AM","5285425","45.13","43.24"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 15 02:30:00 AM","5285426","45.11","43.17"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:26:00 AM","3907445","49.96","42.90"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:27:00 AM","3907446","49.94","42.86"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:28:00 AM","3907447","49.94","42.83"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:29:00 AM","3907448","49.93","42.77"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:30:00 AM","3907449","49.92","42.76"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 05:20:00 AM","7010054","47.95","46.36"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:16:00 AM","3906235","53.29","45.80"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:17:00 AM","3906236","53.28","45.77"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:18:00 AM","3906237","53.27","45.71"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:19:00 AM","3906238","53.25","45.73"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:20:00 AM","3906239","53.25","45.73"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:21:00 AM","3906240","53.25","45.76"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:22:00 AM","3906241","53.25","45.73"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:23:00 AM","3906242","53.23","45.73"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:24:00 AM","3906243","53.22","45.68"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:25:00 AM","3906244","53.22","45.67"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:26:00 AM","3906245","53.21","45.68"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:27:00 AM","3906246","53.21","45.66"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:28:00 AM","3906247","53.20","45.69"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:29:00 AM","3906248","53.18","45.67"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 06:30:00 AM","3906249","53.17","45.67"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 14 06:16:00 AM","7029103","48.90","48.90"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 14 06:17:00 AM","7029104","48.89","48.89"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 14 06:18:00 AM","7029105","48.88","48.88"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 14 06:19:00 AM","7029106","48.88","48.88"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 08:56:00 AM","3906395","52.11","46.60"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 08:57:00 AM","3906396","52.11","46.53"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 08:58:00 AM","3906397","52.09","46.50"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 08:59:00 AM","3906398","52.09","46.55"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:00:00 AM","3906399","52.08","46.55"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:31:00 AM","3907450","49.92","42.67"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:32:00 AM","3907451","49.92","42.60"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:33:00 AM","3907452","49.92","42.62"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:34:00 AM","3907453","49.90","42.66"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:35:00 AM","3907454","49.90","42.69"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:36:00 AM","3907455","49.90","42.72"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:37:00 AM","3907456","49.89","42.74"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:38:00 AM","3907457","49.88","42.75"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:39:00 AM","3907458","49.88","42.71"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 02:40:00 AM","3907459","49.88","42.66"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 03:56:00 AM","3907535","49.38","43.20"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 03:57:00 AM","3907536","49.38","43.16"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 03:58:00 AM","3907537","49.38","43.11"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 03:59:00 AM","3907538","49.37","43.10"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:00:00 AM","3907539","49.35","43.10"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:01:00 AM","3907540","49.34","43.13"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:02:00 AM","3907541","49.34","43.20"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:03:00 AM","3907542","49.34","43.24"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:04:00 AM","3907543","49.34","43.27"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:05:00 AM","3907544","49.34","43.27"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:06:00 AM","3907545","49.32","43.24"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:07:00 AM","3907546","49.32","43.25"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:08:00 AM","3907547","49.32","43.27"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:09:00 AM","3907548","49.32","43.22"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 15 04:10:00 AM","3907549","49.30","43.20"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 03:56:00 AM","7030403","44.48","44.48"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 15 03:57:00 AM","7030404","44.49","44.49"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:06:00 AM","3906405","52.04","46.62"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:07:00 AM","3906406","52.04","46.58"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:08:00 AM","3906407","52.02","46.59"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:09:00 AM","3906408","52.02","46.61"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:10:00 AM","3906409","52.02","46.67"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:11:00 AM","3906410","52.01","46.72"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:12:00 AM","3906411","51.99","46.70"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:13:00 AM","3906412","51.98","46.72"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:14:00 AM","3906413","51.98","46.73"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:15:00 AM","3906414","51.98","46.72"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:16:00 AM","3906415","51.98","46.71"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:17:00 AM","3906416","51.98","46.64"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:18:00 AM","3906417","51.97","46.57"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:19:00 AM","3906418","51.96","46.54"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 14 09:20:00 AM","3906419","51.96","46.58"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:06:00 AM","5284382","47.64","47.22"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:07:00 AM","5284383","47.67","47.20"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:08:00 AM","5284384","47.70","47.21"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:09:00 AM","5284385","47.71","47.26"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:10:00 AM","5284386","47.72","47.23"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:11:00 AM","5284387","47.74","47.18"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:12:00 AM","5284388","47.75","47.17"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:13:00 AM","5284389","47.77","47.19"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:14:00 AM","5284390","47.79","47.25"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:15:00 AM","5284391","47.79","47.21"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:16:00 AM","5284392","47.80","47.24"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:17:00 AM","5284393","47.82","47.28"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:18:00 AM","5284394","47.83","47.28"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:19:00 AM","5284395","47.83","47.32"
"HarborAveUpperNorthBridge","POINT (-122.370873 47.571695)","2026 Apr 14 09:20:00 AM","5284396","47.85","47.38"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 09:06:00 AM","7010280","46.81","45.79"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 09:07:00 AM","7010281","46.81","45.81"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 09:08:00 AM","7010282","46.81","45.86"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 15 02:27:00 AM","7011321","43.72","42.78"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 09:09:00 AM","7010283","46.81","45.81"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 09:10:00 AM","7010284","46.80","45.86"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 09:11:00 AM","7010285","46.81","45.84"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 14 09:12:00 AM","7010286","46.81","45.94"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:26:00 PM","3905705","57.68","51.10"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:27:00 PM","3905706","57.68","51.10"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:28:00 PM","3905707","57.68","51.09"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:29:00 PM","3905708","57.66","51.11"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:30:00 PM","3905709","57.66","51.04"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:31:00 PM","3905710","57.66","51.02"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:32:00 PM","3905711","57.66","51.01"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:33:00 PM","3905712","57.66","50.99"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:34:00 PM","3905713","57.65","50.98"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:35:00 PM","3905714","57.63","50.96"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:36:00 PM","3905715","57.62","50.94"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:37:00 PM","3905716","57.62","50.89"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:38:00 PM","3905717","57.62","50.94"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:39:00 PM","3905718","57.62","50.94"
"AlbroPlaceAirportWay","POINT (-122.314114 47.547426)","2026 Apr 13 09:40:00 PM","3905719","57.62","50.93"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:26:00 PM","5283682","56.86","51.22"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:27:00 PM","5283683","56.84","51.20"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:28:00 PM","5283684","56.81","51.18"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:29:00 PM","5283685","56.79","51.16"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:30:00 PM","5283686","56.76","51.16"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:31:00 PM","5283687","56.74","51.16"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:32:00 PM","5283688","56.71","51.16"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:33:00 PM","5283689","56.69","51.16"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:34:00 PM","5283690","56.67","51.14"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:35:00 PM","5283691","56.64","51.16"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:36:00 PM","5283692","56.62","51.13"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:37:00 PM","5283693","56.60","51.10"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:38:00 PM","5283694","56.57","51.10"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:39:00 PM","5283695","56.54","51.13"
"SpokaneSwingBridge","POINT (-122.351743 47.571389)","2026 Apr 13 09:40:00 PM","5283696","56.53","51.12"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:26:00 PM","7028573","53.48","53.48"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:27:00 PM","7028574","53.46","53.46"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:28:00 PM","7028575","53.46","53.46"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:29:00 PM","7028576","53.43","53.43"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:30:00 PM","7028577","53.42","53.42"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:31:00 PM","7028578","53.40","53.40"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:32:00 PM","7028579","53.39","53.39"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:33:00 PM","7028580","53.38","53.38"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:34:00 PM","7028581","53.38","53.38"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:35:00 PM","7028582","53.37","53.37"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:36:00 PM","7028583","53.35","53.35"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:37:00 PM","7028584","53.34","53.34"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:38:00 PM","7028585","53.33","53.33"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:39:00 PM","7028586","53.32","53.32"
"RooseveltWay_NE80thSt","POINT (-122.31765 47.692098)","2026 Apr 13 09:40:00 PM","7028587","53.31","53.31"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 13 09:26:00 PM","7009580","53.40","50.08"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 13 09:27:00 PM","7009581","53.38","50.06"
"MagnoliaBridge","POINT (-122.387341 47.633454)","2026 Apr 13 09:28:00 PM","7009582","53.37","50.04"
